Title,Corresponding author,country,institute,Year,Sample Name,Pt at% in metal element,Pd at% in metal element,Au at% in metal element,Ir at% in metal element,Ru at% in metal element,Ni at% in metal element,Co at% in metal element,Fe at% in metal element,Mn at% in metal element,Zn at% in metal element,Cu at% in metal element,Ti at% in metal element,Cr at% in metal element,Mo at% in metal element,Ag at% in metal element,V at% in metal element,Sc at% in metal element,W at% in metal element,Os at% in metal element,Ga at% in metal element,total metal mass ratio wt%,N at%,Sn at%,S at%,O at%,Ti at%,Ta at%,Nb at%,Si at%,W at%,C wt%,Particle diameter £®nm£©,Particle variance,carbon substrate type,carbon particle diameter(nm),support BET surface area(m2/g),Reduction Temperature,Reduction Time/min,Reducing agent( chemical name in english),pH,Annealing Temperature,Annealing Time/h,Atomosphere h2,Atomosphere inert,ECSA m2/g,Mass Activity mA mg-1,Specific Activity mA cm-2,Half wave potential £®V vsRHE£©,Onset Potential £®V vsRHE£©,Reduce in MA/ mA mg-1,I/C Ratio(ionomer/catalyst),Area cm2,Cathodic Loading Amount mgPt cm-2,Anodic Platinum Loading Amount mgPt cm-2,Anodic catalyst type x wt% Pt/C,Membrane,membrane thickness,Hot Press Temperature,Hot Press Time min,Hot Press Pressure Mpa,Humidity %,GDE for 1,celltemp©,Flowing rate of H2 ml min-1,flowing rate of cathode gas(O2/air),stoichiometry/anode,stoichiometry/cathode,stoich to flow anode,stoich to flow cathode,Back Pressure Mpa,"Current decay at 0.6V(ma,cm2)",Cathode gas oxygen ratio,Maximum Power Density mW cm-2,Open Circuit Voltage V,Voltage 100mA cm0,Voltage 200mA cm0,Voltage 300mA cm0,Voltage 400mA cm0,Voltage 500mA cm0,Voltage 600mA cm0,Voltage 700mA cm0,Voltage 800mA cm0,Voltage 900mA cm0,Voltage 1000mA cm0,Voltage 1100mA cm0,Voltage 1200mA cm0,Voltage 1300mA cm0,Voltage 1400mA cm0,Voltage 1500mA cm0,Voltage 1600mA cm0,Voltage 1700mA cm0,Voltage 1800mA cm0,Voltage 1900mA cm0,Voltage 2000mA cm0,Voltage 2100mA cm0,Voltage 2200mA cm0,Voltage 2300mA cm0,Voltage 2400mA cm0,Voltage 2500mA cm0,Voltage 2600mA cm0,Voltage 2700mA cm0,Voltage 2800mA cm0,Voltage 2900mA cm0,Voltage 3000mA cm0
Impact of Membrane Types and Catalyst Layers Composition on Performance of Polymer Electrolyte Membrane Fuel Cells,Paritosh Kumar Mohanta,germany,Zentrum f®πr Sonnenenergie-und Wasserstoff-Forschung Baden-W®πrttemberg (ZSW),2020,TKV50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,1.5,,XC-72R,30,230,120,1,ethylene glycol,12,250,1,1,0,57,257,0.450877193,,,,0.72,25,0.25,0.1,19.4,Gore membrane,15,140,4,10,45,0,65,195,450,1.3,3,195,450,0.15,,0.21,1104,1.01,0.85,0.82,0.795,0.775,0.76,0.75,0.735,0.72,0.705,0.695,0.685,0.675,0.66,0.65,0.63,0.615,0.6,0.586,0.57,0.545,0.525,0.5,0.48,0.46,0.435,0.41,0.39,0.37086,0.35328,0.3371
Impact of Membrane Types and Catalyst Layers Composition on Performance of Polymer Electrolyte Membrane Fuel Cells,Paritosh Kumar Mohanta,germany,Zentrum f®πr Sonnenenergie-und Wasserstoff-Forschung Baden-W®πrttemberg (ZSW),2020,TKV50,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,1.5,,XC-72R,30,230,120,1,ethylene glycol,12,250,1,1,0,57,257,0.450877193,,,,0.72,25,0.25,0.1,19.4,Gore membrane,15,140,4,10,45,0,65,195,600,1.3,4,195,600,0.18,,0.21,1287.5,1.03,0.85,0.825,0.8,0.785,0.765,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.68,0.675,0.66,0.65,0.64,0.625,0.615,0.6,0.585,0.57,0.55,0.535,0.515,0.495,0.47586,0.45828,0.4421,0.42714
Biaxial Strains Mediated Oxygen Reduction Electrocatalysis on Fenton Reaction Resistant L10-PtZn Fuel Cell Cathode,Qing Li,china,Huazhong University of Science and Technology,2020,L10PtZn/Pt-C,70,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4,,XC-72R,30,230,120,1,Borane tert-butylamine,7,400,1,1,0,61.9,1020,1.647819063,0.904,1.05,100,,,0.104,0.1,20,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,1,2000,0.94,0.875,0.85,0.835,0.825,0.81,0.795,0.785,0.775,0.76,0.75,0.74,0.73,0.72,0.71,0.7,0.69,0.68,0.67,0.66,0.65,0.645,0.64,0.63,0.62,0.61,0.605,0.6,0.594,0.587,0.58
Biaxial Strains Mediated Oxygen Reduction Electrocatalysis on Fenton Reaction Resistant L10-PtZn Fuel Cell Cathode,Qing Li,china,Huazhong University of Science and Technology,2020,L10PtZn/Pt-C,70,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,4,,XC-72R,30,230,120,1,Borane tert-butylamine,7,400,1,1,0,61.9,1020,1.647819063,0.904,1.05,100,,,0.104,0.1,20,nafion 211,25,,,,100,0,80,,,,,0,0,0.15,,0.21,805,0.9,0.85,0.83,0.805,0.79,0.775,0.76,0.74,0.72,0.7,0.69,0.665,0.64,0.605,0.575,0.525,0.47,0.38,0.2978,0.22871,0.16982,0.11903,0.07478,0.03588,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,88:12:00,88,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,9.11,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.4754,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,228,1,0.8,0.7,0.6,0.5,0.44,0.38,0.3,0.22657,0.16428,0.11077,0.06432,0.02361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,84:16:00,84,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,8.77,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.4585,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,252,1,0.8,0.7,0.62,0.53,0.47,0.4,0.335,0.27485,0.22305,0.17798,0.1384,0.10337,0.07215,0.04415,0.01889,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,82:18:00,82,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,8.47,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.423,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,267,1,0.8,0.71,0.625,0.56,0.51,0.445,0.37,0.30098,0.24215,0.1914,0.14719,0.10831,0.07387,0.04315,0.01556,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,66:34:00,66,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,7.72,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.3634,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,228,1,0.75,0.675,0.6,0.53,0.455,0.38,0.3,0.22657,0.16428,0.11077,0.06432,0.02361,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,0.888888889,20,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,12.56,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.2036,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,156,1,0.775,0.65,0.505,0.39,0.28614,0.20062,0.12898,0.06809,0.0157,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Preparation of Pt®CCo alloy catalysts by electrodeposition for oxygen reduction in PEMFC,Nisit Tantavichet,thailand,Chulalongkorn University,2009,0.479166667,10,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,17.47,,XC-72R,30,230,25,0,electro deposition,7,25,0,0,0,55,225,0.409090909,,,,,5,0.1092,0.05,10,not-mentioned,,137,2.5,6.5,100,1,80,,,,,0,0,0,,1,80,1,0.6,0.4,0.22478,0.08819,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Efficient synthesis of Pt®CCo nanowires as cathode catalysts for proton exchange membrane fuel cells,Shuting Yang,china,Henan Normal University,2020,PtCo NW/C,64.75,0,0,0,0,0,35.25,0,0,0,0,0,0,0,0,0,0,0,0,0,35.12,0,0,0,0,0,0,0,0,0,64.88,2,,XC-72R,30,230,180,300,oleylamine,7,25,0,0,0,44.6,291.4,0.653363229,0.905,1.1,18.5,0.33,25,0.4,0.2,20,Gore membrane,15,,,,50,0,80,255,450,1.7,3,255,450,0.12,,0.21,960,0.95,0.83,0.8,0.78,0.765,0.75,0.735,0.72,0.705,0.69,0.68,0.66,0.64,0.625,0.605,0.59,0.57,0.545,0.525,0.5,0.48,0.45,0.425,0.395,0.37,0.34,0.32,0.3,0.28,0.27,0.25
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,14nm Dendrite Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,14,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,125,,10,100,0,75,,,,,0,0,0.1,,1,525,1,0.825,0.795,0.77,0.745,0.725,0.695,0.65,0.6,0.57,0.525,0.46,0.41,0.385,0.35,0.3,0.25,0.2,0.1533,0.11239,0.07625,0.0441,0.0153,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,20nm Dendrite Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,20,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,125,,10,100,0,75,,,,,0,0,0.1,,1,360,1,0.745,0.7,0.64,0.6,0.56,0.515,0.48,0.44,0.4,0.325,0.275,0.235,0.2,0.16695,0.13741,0.11083,0.08679,0.06495,0.04501,0.02675,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,31nm Dendrite Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,31,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,125,,10,100,0,75,,,,,0,0,0.1,,1,425,1,0.8,0.75,0.71,0.675,0.64,0.6,0.555,0.505,0.47,0.425,0.375,0.32,0.29,0.24,0.1933,0.15239,0.11625,0.0841,0.0553,0.02936,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,20nm Dendrite Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,20,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,,,,100,0,75,,,,,0,0,0.1,,1,650,1,0.825,0.795,0.77,0.745,0.725,0.7,0.675,0.645,0.615,0.59,0.56,0.53,0.5,0.455,0.42,0.375,0.33,0.3,0.235,0.17485,0.12305,0.07798,0.0384,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,comercial Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,125,,10,100,0,75,,,,,0,0,0.1,,1,704,1,0.79,0.75,0.73,0.7,0.68,0.665,0.64,0.62,0.6,0.58,0.555,0.53,0.515,0.495,0.465,0.44,0.41,0.39,0.36,0.31,0.28,0.235,0.185,0.1383,0.09739,0.06125,0.0291,0.01,0.01,0.01
Applying Shape-Controlled Pt Nano-dendrites Supported on Carbon for Membrane-Electrode Assembly in a Proton Exchange Membrane Fuel Cell,H. Lee,Korea,Yonsei University,2013,comercial Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,90,560,ascorbic acid,7,200,2,0,1,55,225,0.409090909,,,,,5,0.2,0.2,20,nafion 212,50,,,,100,0,75,,,,,0,0,0.1,,1,600,1,0.775,0.73,0.7,0.67,0.645,0.62,0.6,0.575,0.55,0.53,0.505,0.48,0.45,0.425,0.4,0.375,0.325,0.305,0.29,0.25,0.21,0.17238,0.13898,0.10914,0.0823,0.05805,0.03602,0.01592,0.01,0.01
Conducting carbonpolymer composites as a catalyst support for proton exchange membrane fuel cells,Ayse Bayrak?eken Yurtcan,turkey,Atat®πrk University,2014,C-suppported,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,3.1,,XC-72R,30,230,198,1,ethylene glycol,10,25,0,0,1,55,225,0.409090909,,,,0.4285,5,0.4,0.4,,nafion 212,50,130,3,,100,1,70,,,,,0,0,0,,1,410.696,0.94,0.855,0.7,0.66,0.625,0.59,0.54,0.5,0.47,0.44,0.4,0.37,0.34156,0.31592,0.2927,0.27157,0.25225,0.23452,0.2182,0.20312,0.18915,0.17617,0.16407,0.15277,0.1422,0.13228,0.12296,0.11419,0.10567,0.09763,0.09003
Defective Graphene Foam A Platinum Catalyst Support for PEMFCs,Jianfeng Liu,japan,Kyushu University,2014,Pt/CB,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,10.4,,XC-72R,30,230,25,0,none,7,240,3,0,1,68,137.8,0.202647059,0.88,1.02,,0.3888,1,0.3,0.3,46.2,nafion 212,50,130,,16,100,0,80,,,,,0,0,0.1,,0.21,297.5,0.95,0.725,0.675,0.63,0.595,0.55,0.49,0.425,0.29,0.16905,0.07091,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Defective Graphene Foam A Platinum Catalyst Support for PEMFCs,Jianfeng Liu,japan,Kyushu University,2014,Pt/GC,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,80,8.7,,graphene,,652,25,0,none,7,240,3,0,1,73.1,205.7,0.281395349,0.89,1.02,,0.3888,1,0.3,0.3,46.2,nafion 212,50,130,,16,100,0,80,,,,,0,0,0.1,,0.21,264,0.95,0.74,0.68,0.625,0.575,0.515,0.44,0.33,0.23044,0.14815,0.07898,0.02004,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Defective Graphene Foam A Platinum Catalyst Support for PEMFCs,Jianfeng Liu,japan,Kyushu University,2014,Pt/GFII,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,67,3.4,,graphene,,1549,25,0,none,7,240,3,0,1,100.7,176,0.174776564,0.88,1.02,,0.3888,1,0.3,0.3,46.2,nafion 212,50,130,,16,100,0,80,,,,,0,0,0.1,,0.21,207.5,0.95,0.73,0.665,0.59,0.51,0.415,0.27,0.14058,0.03629,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Durability study of Pt®CPd/C as PEMFC cathode catalyst,Zhigang Shao,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2009,Pt3Pd/S770,75,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,50,2.97,,S770,,,130,180,ethylene glycol,12,25,0,0,0,61.7,217,0.351701783,,,,,5,0.5,0.5,,nafion 115,125,,,,100,1,85,,,,,0,0,0.2,,0.21,348.211,0.95,0.805,0.755,0.72,0.485,0.455,0.425,0.385,0.36,0.33619,0.31455,0.29478,0.27667,0.26,0.24462,0.23037,0.21714,0.20483,0.19333,0.18258,0.1725,0.16303,0.15412,0.14571,0.13754,0.12981,0.1225,0.11557,0.10899,0.10273,0.09677
Durability study of Pt®CPd/C as PEMFC cathode catalyst,Zhigang Shao,china,Dalian Institute of Chemical Physics£¨Chinese Academy of Sciences,2009,TKK46.6%,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.6,0,0,0,0,0,0,0,0,0,53.4,2.51,,TKK,,,130,180,ethylene glycol,10,25,0,0,0,61.7,217,0.351701783,,,,,5,0.5,0.5,,nafion 115,125,,,,100,1,85,,,,,0,0,0.2,,0.21,402.5,0.98,0.8,0.75,0.71,0.68,0.65,0.61,0.575,0.5,0.43098,0.37215,0.3214,0.27719,0.23831,0.20387,0.17315,0.14556,0.12066,0.09808,0.07749,0.05866,0.04136,0.02541,0.01066,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Durable electrocatalytic-activity of Pt®CAu C cathode in PEMFCs,A. K. Shukla,India,CSIR Madras Complex,2011,Pt-Au/C,63,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,4.5,,XC-72R,30,230,60,60,hydrogen peroxide,7,80,2,1,0,60,180,0.3,,,,,25,0.5,0.5,60,nafion 1135,88,130,3,6,100,1,60,300,1500,2,10,300,1500,0,,1,800,1,0.835,0.81,0.775,0.76,0.735,0.72,0.7,0.68,0.66,0.64,0.62,0.6,0.575,0.545,0.525,0.5,0.47,0.44,0.4,0.36,0.315,0.26,0.14,0.03185,0.01,0.01,0.01,0.01,0.01,0.01
Durable electrocatalytic-activity of Pt®CAu C cathode in PEMFCs,A. K. Shukla,India,CSIR Madras Complex,2011,Pt/C,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,40,3,,XC-72R,30,230,60,60,hydrogen peroxide,7,80,2,1,0,90,180,0.2,,,,,25,0.5,0.5,60,nafion 1135,88,130,3,6,100,1,60,300,1500,2,10,300,1500,0,,1,679,0.89,0.82,0.77,0.745,0.72,0.7,0.675,0.65,0.635,0.605,0.58,0.56,0.535,0.51,0.485,0.45,0.41,0.36,0.275,0.19718,0.13147,0.07525,0.0266,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrocatalytic performance of Pt-based trimetallic alloy nanoparticle catalysts in proton exchange membrane fuel cells,chuan-jian zhong,china,State University of New York at Binghamton,2011,PtNiFe/C-400,46,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,73,5.3,0.4,XC-72R,30,230,25,900,"1,2 hexadecanediol",7,400,4,1,0,53.4,380,0.711610487,0.895,1,,,5,0.4,0.4,20,nafion 212,50,120,,,100,1,75,,,,,0,0,0.206,,1,616,1,0.91,0.88,0.85,0.825,0.79,0.76,0.735,0.7,0.66,0.615,0.56,0.5,0.425,0.325,0.2,0.08757,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrocatalytic performance of Pt-based trimetallic alloy nanoparticle catalysts in proton exchange membrane fuel cells,chuan-jian zhong,china,State University of New York at Binghamton,2011,PtNiFe/C-800,46,0,0,0,0,22,0,32,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,63,7.8,0.6,XC-72R,30,230,25,900,"1,2 hexadecanediol",7,800,4,1,0,26.5,270,1.018867925,0.895,1,,,5,0.4,0.4,20,nafion 212,50,120,,,100,1,75,,,,,0,0,0.206,,1,1222,1,0.89,0.86,0.83,0.81,0.785,0.77,0.75,0.73,0.715,0.7,0.69,0.67,0.66,0.65,0.63,0.62,0.605,0.59,0.575,0.56,0.545,0.53,0.515,0.5,0.485,0.47,0.45,0.43086,0.41328,0.3971
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,0.25,,0.1,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,91.5,0.9,0.53,0.405,0.305,0.19,0.08614,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,0.428,,0.1,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,157.5,0.93,0.62,0.54,0.46,0.38,0.315,0.24,0.17098,0.11215,0.0614,0.01719,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,0.67,,0.1,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,84,0.9,0.49,0.38,0.28,0.18,0.08909,0.01333,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,1.5,,0.1,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,75,0.9,0.5,0.37,0.25,0.14185,0.05313,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,0.428,,0.05,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,60,0.91,0.49,0.3,0.12,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,0.67,,0.05,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,112,0.9,0.555,0.45,0.36,0.28,0.2,0.12657,0.06428,0.01077,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
Electrospray deposition of catalyst layers with ultra-low Pt loadings for PEM fuel cells cathodes,Garcia-Ybarra,Spain,Facultad de Ciencias,2010,Pt/C EL,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,90,3.1,,XC-72R,30,230,25,0,electrospary deposition,7,25,0,0,0,55,225,0.409090909,,,,1,,0.05,1,,nafion 112,50,120,2,10,0,1,40,,,,,0,0,0,,1,35.5,0.84,0.355,0.135,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
